START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Year,Month,Day,Hour,Weekday
11-11-2016 09:35,11-11-2016 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit,2016,11,11,9,Friday
11-11-2016 14:39,11-11-2016 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit,2016,11,11,14,Friday
12-11-2016 14:22,12-11-2016 14:53,Business,West Berkeley,South,5.9,Meeting,2016,11,12,14,Saturday
12-11-2016 15:40,12-11-2016 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies,2016,11,12,15,Saturday
01-12-2016 07:44,01-12-2016 07:59,Business,Cary,Cary,5.5,Meeting,2016,12,1,7,Thursday
01-12-2016 08:37,01-12-2016 08:53,Business,Cary,Cary,5.5,Errand/Supplies,2016,12,1,8,Thursday
01-12-2016 18:00,01-12-2016 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain,2016,12,1,18,Thursday
01-12-2016 20:36,01-12-2016 20:46,Business,Morrisville,Cary,2.9,Customer Visit,2016,12,1,20,Thursday
02-12-2016 12:12,02-12-2016 12:23,Business,Cary,Apex,5.1,Meal/Entertain,2016,12,2,12,Friday
02-12-2016 13:07,02-12-2016 13:22,Business,Apex,Cary,5.3,Customer Visit,2016,12,2,13,Friday
02-12-2016 20:41,02-12-2016 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain,2016,12,2,20,Friday
02-12-2016 22:59,02-12-2016 23:07,Business,Morrisville,Cary,3,Customer Visit,2016,12,2,22,Friday
03-12-2016 18:35,03-12-2016 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies,2016,12,3,18,Saturday
03-12-2016 20:31,03-12-2016 20:41,Business,Morrisville,Cary,3,Customer Visit,2016,12,3,20,Saturday
04-12-2016 18:56,04-12-2016 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain,2016,12,4,18,Sunday
04-12-2016 20:23,04-12-2016 20:34,Business,Morrisville,Cary,3.4,Customer Visit,2016,12,4,20,Sunday
05-12-2016 19:22,05-12-2016 19:37,Business,Cary,Cary,3.8,Meal/Entertain,2016,12,5,19,Monday
07-12-2016 12:03,07-12-2016 12:32,Business,Cary,Cary,6.6,Meeting,2016,12,7,12,Wednesday
07-12-2016 12:35,07-12-2016 12:46,Business,Cary,Cary,4,Meeting,2016,12,7,12,Wednesday
07-12-2016 19:53,07-12-2016 20:13,Business,Cary,Cary,7,Customer Visit,2016,12,7,19,Wednesday
07-12-2016 21:13,07-12-2016 21:50,Business,Cary,Cary,6.9,Meal/Entertain,2016,12,7,21,Wednesday
08-12-2016 14:19,08-12-2016 14:32,Business,Cary,Cary,3.4,Errand/Supplies,2016,12,8,14,Thursday
08-12-2016 14:53,08-12-2016 15:02,Business,Cary,Cary,3.4,Errand/Supplies,2016,12,8,14,Thursday
08-12-2016 19:22,08-12-2016 19:27,Business,Cary,Cary,2,Meeting,2016,12,8,19,Thursday
08-12-2016 21:26,08-12-2016 21:31,Business,Cary,Cary,2,Errand/Supplies,2016,12,8,21,Thursday
09-12-2016 12:09,09-12-2016 12:24,Business,Cary,Apex,5.1,Errand/Supplies,2016,12,9,12,Friday
09-12-2016 13:15,09-12-2016 13:43,Business,Apex,Cary,8.8,Temporary Site,2016,12,9,13,Friday
09-12-2016 20:11,09-12-2016 20:34,Business,Cary,Cary,5.6,Meeting,2016,12,9,20,Friday
09-12-2016 22:03,09-12-2016 22:57,Business,Cary,Cary,18.9,Customer Visit,2016,12,9,22,Friday
10-12-2016 12:43,10-12-2016 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting,2016,12,10,12,Saturday
10-12-2016 14:42,10-12-2016 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,2016,12,10,14,Saturday
10-12-2016 18:17,10-12-2016 18:27,Business,Cary,Morrisville,3,Meal/Entertain,2016,12,10,18,Saturday
10-12-2016 22:09,10-12-2016 22:21,Business,Morrisville,Cary,3.1,Customer Visit,2016,12,10,22,Saturday
11-12-2016 16:06,11-12-2016 16:16,Business,Cary,Morrisville,3,Meal/Entertain,2016,12,11,16,Sunday
11-12-2016 19:05,11-12-2016 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies,2016,12,11,19,Sunday
11-12-2016 21:48,11-12-2016 21:56,Business,Cary,Cary,2.1,Errand/Supplies,2016,12,11,21,Sunday
12-12-2016 13:22,12-12-2016 13:32,Business,Cary,Cary,3.1,Errand/Supplies,2016,12,12,13,Monday
12-12-2016 13:36,12-12-2016 13:51,Business,Cary,Apex,4.4,Meal/Entertain,2016,12,12,13,Monday
12-12-2016 14:26,12-12-2016 14:39,Business,Apex,Cary,4.7,Customer Visit,2016,12,12,14,Monday
12-12-2016 17:51,12-12-2016 18:01,Business,Cary,Morrisville,3,Meal/Entertain,2016,12,12,17,Monday
12-12-2016 20:48,12-12-2016 20:57,Business,Morrisville,Cary,3,Customer Visit,2016,12,12,20,Monday
